,snr,total_mass,luminosity_distance
190,0,200,5052.713819807247
191,1,10,3111.695273451564
192,1,11,3153.923407019569
193,1,12,3197.7837057201546
194,1,13,3243.268431623426
195,1,14,3290.3677418967814
196,1,15,3339.0696736835025
197,1,16,3389.3601326055173
198,1,17,3441.222884957259
199,1,18,3494.63955364975
200,1,19,3549.5896179553993
201,1,20,3606.050417095604
202,1,21,3663.997157704678
203,1,22,3723.402925194467
204,1,23,3784.2386990351333
205,1,24,3846.473371958481
206,1,25,3910.0737730807664
207,1,26,3975.004694932613
208,1,27,4041.228924374393
209,1,28,4108.707277366114
210,1,29,4177.398637550962
211,1,30,4247.259998603089
212,1,31,4318.246510280209
213,1,32,4390.311528112894
214,1,33,4463.406666653029
215,1,34,4537.481856195282
216,1,35,4612.48540287665
217,1,36,4688.364052050117
218,1,37,4765.063054821074
219,1,38,4842.526237626336
220,1,39,4920.696074727826
221,1,40,4999.513763486488
222,1,41,5078.919302273342
223,1,42,5158.851570869066
224,1,43,5239.248413196575
225,1,44,5320.046722225146
226,1,45,5401.1825268784405
227,1,46,5482.591080775133
228,1,47,5564.206952623898
229,1,48,5645.964118092453
230,1,49,5727.796052964807
231,1,50,5809.635827398576
232,1,51,5891.416201090998
233,1,52,5973.069719159977
234,1,53,6054.528808544594
235,1,54,6135.725874728787
236,1,55,6216.593398589833
237,1,56,6297.064033174589
238,1,57,6377.070700205853
239,1,58,6456.54668612145
240,1,59,6535.42573745141
241,1,60,6613.642155339088
242,1,61,6691.13088901504
243,1,62,6767.827628035262
244,1,63,6843.668893098354
245,1,64,6918.592125260621
246,1,65,6992.535773371363
247,1,66,7065.439379556828
248,1,67,7137.243662584493
249,1,68,7207.890598946946
250,1,69,7277.323501509119
251,1,70,7345.487095569375
252,1,71,7412.327592192526
253,1,72,7477.792758678244
254,1,73,7541.831986037501
255,1,74,7604.396353355976
256,1,75,7665.438688932249
257,1,76,7724.913628085972
258,1,77,7782.77766754066
259,1,78,7838.989216293108
260,1,79,7893.508642891403
261,1,80,7946.298319051794
262,1,81,7997.322659553512
263,1,82,8046.548158360658
264,1,83,8093.943420928286
265,1,84,8139.479192660131
266,1,85,8183.128383493885
267,1,86,8224.86608859957
268,1,87,8264.669605185307
269,1,88,8302.518445414444
270,1,89,8338.394345446492
271,1,90,8372.281270623113
272,1,91,8404.165416829863
273,1,92,8434.035208071906
274,1,93,8461.88129031082
275,1,94,8487.696521617983
276,1,95,8511.47595870726
277,1,96,8533.216839917593
278,1,97,8552.918564723806
279,1,98,8570.582669860394
280,1,99,8586.21280214993
281,1,100,8599.814688134711
282,1,101,8611.396100615459
283,1,102,8620.966822206754
284,1,103,8628.538606025153
285,1,104,8634.125133629459
286,1,105,8637.741970338111
287,1,106,8639.406518052669
288,1,107,8639.137965719934
289,1,108,8636.957237568582
290,1,109,8632.886939259644
291,1,110,8626.951302091762
292,1,111,8619.176125405256
293,1,112,8609.588717330185
294,1,113,8598.217834024834
295,1,114,8585.0936175523
296,1,115,8570.247532543108
297,1,116,8553.71230179201
298,1,117,8535.521840936397
299,1,118,8515.711192363884
300,1,119,8494.316458494908
301,1,120,8471.374734584735
302,1,121,8446.924041188004
303,1,122,8421.003256426806
304,1,123,8393.652048199785
305,1,124,8364.910806468803
306,1,125,8334.820575755008
307,1,126,8303.422987973878
308,1,127,8270.760195734729
309,1,128,8236.874806226377
310,1,129,8201.809815806855
311,1,130,8165.60854541041
312,1,131,8128.314576880611
313,1,132,8089.971690334073
314,1,133,8050.623802653778
315,1,134,8010.3149072067645
316,1,135,7969.089014875179
317,1,136,7926.990096484712
318,1,137,7884.062026709429
319,1,138,7840.348529525917
320,1,139,7795.893125284893
321,1,140,7750.739079462587
322,1,141,7704.929353148622
323,1,142,7658.506555321949
324,1,143,7611.512896960526
325,1,144,7563.990147025085
326,1,145,7515.979590352041
327,1,146,7467.521987484909
328,1,147,7418.657536468581
329,1,148,7369.425836625329
330,1,149,7319.865854326636
331,1,150,7270.015890769457
332,1,151,7219.913551761032
333,1,152,7169.5957195114315
334,1,153,7119.098526428411
335,1,154,7068.4573309047155
336,1,155,7017.706695083707
337,1,156,6966.880364584845
338,1,157,6916.011250167052
339,1,158,6865.131411303662
340,1,159,6814.272041639497
341,1,160,6763.463456296994
342,1,161,6712.735080995262
343,1,162,6662.115442942795
344,1,163,6611.632163461962
345,1,164,6561.31195230065
346,1,165,6511.1806035840655
347,1,166,6461.262993357776
348,1,167,6411.583078670698
349,1,168,6362.163898145293
350,1,169,6313.02757398057
351,1,170,6264.195315332118
352,1,171,6215.68742301221
353,1,172,6167.523295452132
354,1,173,6119.721435868015
355,1,174,6072.299460570958
356,1,175,6025.274108361737
357,1,176,5978.661250950119
358,1,177,5932.475904338968
359,1,178,5886.732241113024
360,1,179,5841.44360357293
361,1,180,5796.622517655163
362,1,181,5752.28070757922
363,1,182,5708.429111164052
364,1,183,5665.077895756591
365,1,184,5622.236474716047
366,1,185,5579.913524398861
367,1,186,5538.117001590211
368,1,187,5496.854161329279
369,1,188,5456.131575076865
370,1,189,5415.955149175263
371,1,190,5376.330143551897
372,1,191,5337.261190619831
373,1,192,5298.752314329646
374,1,193,5260.8069493293115
375,1,194,5223.427960189807
376,1,195,5186.617660656598
377,1,196,5150.377832888465
378,1,197,5114.709746647168
379,1,198,5079.614178403263
380,1,199,5045.091430325106
381,1,200,5011.141349120159
382,2,10,2746.4994289599053
383,2,11,2785.797113595328
384,2,12,2826.7945231478698
385,2,13,2869.4849579459446
386,2,14,2913.859541545041
387,2,15,2959.907205076593
388,2,16,3007.6146753797525
389,2,17,3056.9664669839885
390,2,18,3107.944878001633
391,2,19,3160.529989980652
392,2,20,3214.699671759578
393,2,21,3270.4295873563788
394,2,22,3327.6932079145304
395,2,23,3386.4618277196187
396,2,24,3446.704584290244
397,2,25,3508.3884825372716
398,2,26,3571.4784229758106
399,2,27,3635.93723396431
400,2,28,3701.7257079355836
401,2,29,3768.8026415742484
402,2,30,3837.124879886245
403,2,31,3906.647364095218
404,2,32,3977.3231832923307
405,2,33,4049.10362975532
406,2,34,4121.938257844444
407,2,35,4195.77494637344
408,2,36,4270.559964344587
409,2,37,4346.238039928898
410,2,38,4422.752432563885
411,2,39,4500.045008033236
412,2,40,4578.056316385349
413,2,41,4656.725672540312
414,2,42,4735.991239427724
415,2,43,4815.790113491644
416,2,44,4896.0584123925555
417,2,45,4976.731364730423
418,2,46,5057.743401608267
419,2,47,5139.028249850409
420,2,48,5220.51902668539
421,2,49,5302.148335699857
422,2,50,5383.848363866912
423,2,51,5465.550979448564
424,2,52,5547.187830571045
425,2,53,5628.690444269357
426,2,54,5709.990325796244
427,2,55,5791.019057990613
428,2,56,5871.708400500387
429,2,57,5951.990388654681
430,2,58,6031.797431782424
431,2,59,6111.062410774706
432,2,60,6189.718774691762
433,2,61,6267.700636216977
434,2,62,6344.942865764315
435,2,63,6421.381184048831
436,2,64,6496.952252934247
437,2,65,6571.593764376216
438,2,66,6645.244527285579
439,2,67,6717.8445521400745
440,2,68,6789.3351331810545
441,2,69,6859.658928036278
442,2,70,6928.760034618048
443,2,71,6996.584065152096
444,2,72,7063.078217201245
445,2,73,7128.191341554816
446,2,74,7191.874006863231
447,2,75,7254.078560906027
448,2,76,7314.759188389719
449,2,77,7373.871965180633
450,2,78,7431.3749088881195
451,2,79,7487.228025720994
452,2,80,7541.393353550911
453,2,81,7593.835001125343
454,2,82,7644.519183381802
455,2,83,7693.414252825792
456,2,84,7740.4907269432915
457,2,85,7785.7213116290395
458,2,86,7829.080920620863
459,2,87,7870.5466909404495
460,2,88,7910.097994349625
461,2,89,7947.71644484081
462,2,90,7983.385902189729
463,2,91,8017.092471606795
464,2,92,8048.824499532604
465,2,93,8078.572565632079
466,2,94,8106.3294710487635
467,2,95,8132.090222990187
468,2,96,8155.852015722042
469,2,97,8177.614208056739
470,2,98,8197.37829742878
471,2,99,8215.147890656375
472,2,100,8230.928671495007
473,2,101,8244.728365094514
474,2,102,8256.556699477576
475,2,103,8266.425364161429
476,2,104,8274.347966051242
477,2,105,8280.339982736446
478,2,106,8284.418713326273
479,2,107,8286.603226963962
480,2,108,8286.914309162414
481,2,109,8285.374406106808
482,2,110,8282.00756707174
483,2,111,8276.839385102792
484,2,112,8269.896936113399
485,2,113,8261.208716549358
486,2,114,8250.804579773181
487,2,115,8238.715671321792
488,2,116,8224.974363189658
489,2,117,8209.614187289606
490,2,118,8192.669768242207
491,2,119,8174.176755643271
492,2,120,8154.171755957112
493,2,121,8132.692264181437
494,2,122,8109.776595426744
495,2,123,8085.463816550585
496,2,124,8059.793677984054
497,2,125,8032.806545883902
498,2,126,8004.5433347408425
499,2,127,7975.045440569326
500,2,128,7944.354674801616
501,2,129,7912.513199002466
502,2,130,7879.563460517933
503,2,131,7845.54812916586
504,2,132,7810.510035070571
505,2,133,7774.49210773987
506,2,134,7737.5373164763105
507,2,135,7699.68861220962
508,2,136,7660.988870831525
509,2,137,7621.4808381089515
510,2,138,7581.2070762449985
511,2,139,7540.20991215258
512,2,140,7498.531387498792
513,2,141,7456.213210572917
514,2,142,7413.296710025209
515,2,143,7369.822790517457
516,2,144,7325.831890321219
517,2,145,7281.363940893613
518,2,146,7236.458328455228
519,2,147,7191.153857589091
520,2,148,7145.48871687446
521,2,149,7099.500446563938
522,2,150,7053.225908307188
523,2,151,7006.701256919872
524,2,152,6959.961914191236
525,2,153,6913.042544719418
526,2,154,6865.97703375911
527,2,155,6818.798467061647
528,2,156,6771.539112683749
529,2,157,6724.230404737155
530,2,158,6676.902929047717
531,2,159,6629.586410688789
532,2,160,6582.309703350928
533,2,161,6535.100780506317
534,2,162,6487.986728323867
535,2,163,6440.993740287931
536,2,164,6394.147113471593
537,2,165,6347.471246412787
538,2,166,6300.989638539851
539,2,167,6254.724891091199
540,2,168,6208.698709472239
541,2,169,6162.931906991305
542,2,170,6117.444409915291
543,2,171,6072.255263784597
544,2,172,6027.382640926355
545,2,173,5982.8438491043635
546,2,174,5938.655341243733
547,2,175,5894.8327261681015
548,2,176,5851.39078028727
549,2,177,5808.343460173381
550,2,178,5765.7039159638425
551,2,179,5723.484505530064
552,2,180,5681.696809351424
553,2,181,5640.351646034741
554,2,182,5599.459088420575
555,2,183,5559.028480218589
556,2,184,5519.068453115351
557,2,185,5479.586944299458
558,2,186,5440.591214349874
559,2,187,5402.087865435257
560,2,188,5364.082859773203
561,2,189,5326.581538300342
562,2,190,5289.588639505573
563,2,191,5253.108318380721
564,2,192,5217.1441654447135
565,2,193,5181.699225798974
566,2,194,5146.776018173931
567,2,195,5112.376553928297
568,2,196,5078.502355964696
569,2,197,5045.154477527247
570,2,198,5012.333520848672
571,2,199,4980.039655616345
572,2,200,4948.272637228813
573,3,10,2373.4644077016155
574,3,11,2409.4392348973915
575,3,12,2447.16879352834
576,3,13,2486.6473862581956
577,3,14,2527.8670812861023
578,3,15,2570.817696495168
579,3,16,2615.486787523711
580,3,17,2661.8596398261225
581,3,18,2709.9192647828722
582,3,19,2759.6463999080834
583,3,20,2811.019513195642
584,3,21,2864.014811633654
585,3,22,2918.6062539076975
586,3,23,2974.765567304396
587,3,24,3032.4622688150425
588,3,25,3091.663690430277
589,3,26,3152.335008606136
590,3,27,3214.4392778716065
591,3,28,3277.9374685375005
592,3,29,3342.7885084565637
593,3,30,3408.949328774731
594,3,31,3476.374913602774
595,3,32,3545.0183535286683
596,3,33,3614.8309028805793
597,3,34,3685.762040641103
598,3,35,3757.75953490433
599,3,36,3830.769510757657
600,3,37,3904.7365214622364
601,3,38,3979.603622796824
602,3,39,4055.3124504221328
603,3,40,4131.80330011468
604,3,41,4209.015210711837
605,3,42,4286.886049602884
606,3,43,4365.3526005941485
607,3,44,4444.350653970192
608,3,45,4523.815098567341
609,3,46,4603.680015670913
610,3,47,4683.878774542088
611,3,48,4764.3441293777
612,3,49,4845.008317500146
613,3,50,4925.803158574515
614,3,51,5006.660154644693
615,3,52,5087.510590780085
616,3,53,5168.285636122549
617,3,54,5248.916445121623
618,3,55,5329.33425874729
619,3,56,5409.470505468278
620,3,57,5489.256901785624
621,3,58,5568.625552112543
622,3,59,5647.509047793362
623,3,60,5725.840565056749
624,3,61,5803.553961702046
625,3,62,5880.583872320515
626,3,63,5956.865801857617
627,3,64,6032.336217327435
628,3,65,6106.932637494746
629,3,66,6180.593720346646
630,3,67,6253.259348180939
631,3,68,6324.870710145638
632,3,69,6395.370382070352
633,3,70,6464.702403437799
634,3,71,6532.812351351569
635,3,72,6599.647411363686
636,3,73,6665.1564450346905
637,3,74,6729.290054106654
638,3,75,6792.000641179231
639,3,76,6853.242466787471
640,3,77,6912.971702789571
641,3,78,6971.146481982356
642,3,79,7027.726943871796
643,3,80,7082.675276535791
644,3,81,7135.955754526045
645,3,82,7187.534772766091
646,3,83,7237.380876412351
647,3,84,7285.464786654779
648,3,85,7331.759422444203
649,3,86,7376.23991814255
650,3,87,7418.883637102595
651,3,88,7459.670181192919
652,3,89,7498.581396293777
653,3,90,7535.6013737985895
654,3,91,7570.716448164754
655,3,92,7603.915190567322
656,3,93,7635.188398715884
657,3,94,7664.529082905586
658,3,95,7691.932448379639
659,3,96,7717.395874089283
660,3,97,7740.918887944275
661,3,98,7762.503138654157
662,3,99,7782.152364267647
663,3,100,7799.872357522917
664,3,101,7815.670928128595
665,3,102,7829.557862100041
666,3,103,7841.544878281151
667,3,104,7851.6455821858535
668,3,105,7859.875417298905
669,3,106,7866.2516139781865
670,3,107,7870.793136104838
671,3,108,7873.520625630352
672,3,109,7874.456345172038
673,3,110,7873.624118810382
674,3,111,7871.049271243395
675,3,112,7866.75856545444
676,3,113,7860.780139050036
677,3,114,7853.1434394252
678,3,115,7843.879157912949
679,3,116,7833.019163074705
680,3,117,7820.596433286585
681,3,118,7806.644988775861
682,3,119,7791.199823259486
683,3,120,7774.296835334613
684,3,121,7755.9727597688025
685,3,122,7736.265098834141
686,3,123,7715.212053826563
687,3,124,7692.8524569083675
688,3,125,7669.225703407669
689,3,126,7644.371684704502
690,3,127,7618.330721829267
691,3,128,7591.1434998939885
692,3,129,7562.8510034727515
693,3,130,7533.494453041723
694,3,131,7503.115242584935
695,3,132,7471.754878465809
696,3,133,7439.45491965927
697,3,134,7406.256919433492
698,3,135,7372.202368564793
699,3,136,7337.332640162762
700,3,137,7301.688936177659
701,3,138,7265.3122356553
702,3,139,7228.243244799281
703,3,140,7190.522348894181
704,3,141,7152.189566137184
705,3,142,7113.28450342017
706,3,143,7073.846314097825
707,3,144,7033.913657771962
708,3,145,6993.5246621160195
709,3,146,6952.716886758767
710,3,147,6911.527289239734
711,3,148,6869.9921930442415
712,3,149,6828.147257720475
713,3,150,6786.027451075457
714,3,151,6743.667023442354
715,3,152,6701.099484006523
716,3,153,6658.357579172877
717,3,154,6615.4732729531925
718,3,155,6572.477729347186
719,3,156,6529.401296687668
720,3,157,6486.273493915872
721,3,158,6443.122998749634
722,3,159,6399.977637703822
723,3,160,6356.86437791889
724,3,161,6313.809320750917
725,3,162,6270.8376970736
726,3,163,6227.973864240034
727,3,164,6185.241304650184
728,3,165,6142.66262586786
729,3,166,6100.259562228741
730,3,167,6058.05297788044
731,3,168,6016.062871193121
732,3,169,5974.308380478942
733,3,170,5932.80779095713
734,3,171,5891.578542901162
735,3,172,5850.637240903829
736,3,173,5809.999664195733
737,3,174,5769.680777952668
738,3,175,5729.694745527519
739,3,176,5690.054941542339
740,3,177,5650.773965776969
741,3,178,5611.86365779108
742,3,179,5573.335112217178
743,3,180,5535.198694663177
744,3,181,5497.464058164111
745,3,182,5460.140160123742
746,3,183,5423.235279688152
747,3,184,5386.757035494748
748,3,185,5350.712403741788
749,3,186,5315.107736524938
750,3,187,5279.948780389268
751,3,188,5245.240695046675
752,3,189,5210.988072210823
753,3,190,5177.194954503283
754,3,191,5143.864854386806
755,3,192,5111.0007730834905
756,3,193,5078.605219437606
757,3,194,5046.680228685107
758,3,195,5015.227381093678
759,3,196,4984.247820439481
760,3,197,4953.7422722886395
761,3,198,4923.711062053855
762,3,199,4894.154132798296
763,3,200,4865.071062761363
764,4,10,2003.2323427104866
765,4,11,2035.6048738668123
766,4,12,2069.773191458916
767,4,13,2105.732514508259
768,4,14,2143.475785091836
769,4,15,2182.9936526537163
770,4,16,2224.274462356809
771,4,17,2267.3042475414154
772,4,18,2312.066726347594
773,4,19,2358.5433025489574
774,4,20,2406.713070635361
775,4,21,2456.5528251724127
776,4,22,2508.0370744553325
777,4,23,2561.138058464412
778,4,24,2615.8257711186516
779,4,25,2672.067986814618
780,4,26,2729.8302912257423
781,4,27,2789.076116327926
782,4,28,2849.7667796059895
783,4,29,2911.861527385539
784,4,30,2975.317582224401
785,4,31,3040.0901942872038
786,4,32,3106.1326966168635
787,4,33,3173.3965642070684
788,4,34,3241.8314767692923
789,4,35,3311.3853850792398
790,4,36,3382.004580778312
791,4,37,3453.633769496105
792,4,38,3526.2161471519726
793,4,39,3599.693479285717
794,4,40,3674.006183258688
795,4,41,3749.0934131600116
796,4,42,3824.893147245148
797,4,43,3901.3422777277324
798,4,44,3978.3767027392514
799,4,45,4055.931420265873
800,4,46,4133.940623866169
801,4,47,4212.337799969533
802,4,48,4291.055826550355
803,4,49,4370.027072970387
804,4,50,4449.183500777741
805,4,51,4528.456765249847
806,4,52,4607.778317464926
807,4,53,4687.079506685801
808,4,54,4766.2916828395355
809,4,55,4845.346298875753
810,4,56,4924.175012787462
811,4,57,5002.7097890799105
812,4,58,5080.8829994732005
813,4,59,5158.627522628864
814,4,60,5235.876842691388
815,4,61,5312.565146441144
816,4,62,5388.627418857102
817,4,63,5463.999536894271
818,4,64,5538.6183612845325
819,4,65,5612.421826175236
820,4,66,5685.349026426854
821,4,67,5757.34030239638
822,4,68,5828.337322040606
823,4,69,5898.283160181107
824,4,70,5967.122374779696
825,4,71,6034.8010800821685
826,4,72,6101.267016495414
827,4,73,6166.469617073472
828,4,74,6230.360070495114
829,4,75,6292.8913804266585
830,4,76,6354.018421171941
831,4,77,6413.697989522175
832,4,78,6471.88885272718
833,4,79,6528.551792520585
834,4,80,6583.649645141135
835,4,81,6637.147337302445
836,4,82,6689.011918073957
837,4,83,6739.212586646153
838,4,84,6787.720715963227
839,4,85,6834.509872216101
840,4,86,6879.555830200174
841,4,87,6922.836584550267
842,4,88,6964.332356876535
843,4,89,7004.02559883438
844,4,90,7041.900991170257
845,4,91,7077.945438795742
846,4,92,7112.148061949559
847,4,93,7144.500183518257
848,4,94,7174.995312591565
849,4,95,7203.629124340254
850,4,96,7230.399436308503
851,4,97,7255.306181222834
852,4,98,7278.3513764254185
853,4,99,7299.539090046323
854,4,100,7318.875404036007
855,4,101,7336.36837418444
856,4,102,7352.0279872592655
857,4,103,7365.866115400079
858,4,104,7377.896467910302
859,4,105,7388.134540592007
860,4,106,7396.597562773589
861,4,107,7403.304442181574
862,4,108,7408.275707812108
863,4,109,7411.533450959062
864,4,110,7413.10126455709
865,4,111,7413.004181000215
866,4,112,7411.268608596043
867,4,113,7407.92226681708
868,4,114,7402.994120509813
869,4,115,7396.514313221918
870,4,116,7388.514099807035
871,4,117,7379.0257784645655
872,4,118,7368.082622371113
873,4,119,7355.718811056991
874,4,120,7341.969361679069
875,4,121,7326.8700603382795
876,4,122,7310.457393586665
877,4,123,7292.768480265286
878,4,124,7273.841003810141
879,4,125,7253.713145159429
880,4,126,7232.423516390606
881,4,127,7210.011095210702
882,4,128,7186.515160419174
883,4,129,7161.9752284563465
884,4,130,7136.430991145836
885,4,131,7109.9222547332765
886,4,132,7082.488880318141
887,4,133,7054.170725769724
888,4,134,7025.007589211734
889,4,135,6995.039154155011
890,4,136,6964.304936350255
891,4,137,6932.844232428042
892,4,138,6900.696070385728
893,4,139,6867.899161975891
894,4,140,6834.49185704387
895,4,141,6800.51209985609
896,4,142,6765.997387454933
897,4,143,6730.984730069539
898,4,144,6695.510613606196
899,4,145,6659.610964235779
900,4,146,6623.321115090571
901,4,147,6586.675775076351
902,4,148,6549.708999800847
903,4,149,6512.454164614018
904,4,150,6474.943939750484
905,4,151,6437.21026755954
906,4,152,6399.284341803338
907,4,153,6361.196588999405
908,4,154,6322.976651778955
909,4,155,6284.653374228622
910,4,156,6246.254789179486
911,4,157,6207.808107402721
912,4,158,6169.339708668806
913,4,159,6130.875134623223
914,4,160,6092.439083428995
915,4,161,6054.055406123387
916,4,162,6015.7471046338715
917,4,163,5977.536331395923
918,4,164,5939.444390513333
919,4,165,5901.491740400032
920,4,166,5863.697997840507
921,4,167,5826.081943405138
922,4,168,5788.661528155122
923,4,169,5751.4538815712995
924,4,170,5714.475320640092
925,4,171,5677.741360029835
926,4,172,5641.266723290109
927,4,173,5605.065355007077
928,4,174,5569.150433847722
929,4,175,5533.534386426379
930,4,176,5498.228901927596
931,4,177,5463.244947419854
932,4,178,5428.592783795952
933,4,179,5394.2819822763595
934,4,180,5360.321441413626
935,4,181,5326.719404536858
936,4,182,5293.483477576817
937,4,183,5260.620647213897
938,4,184,5228.137299292757
939,4,185,5196.039237449194
940,4,186,5164.331701896809
941,4,187,5133.019388322818
942,4,188,5102.106466844398
943,4,189,5071.5966009791855
944,4,190,5041.4929665853615
945,4,191,5011.798270729236
946,4,192,4982.514770440176
947,4,193,4953.644291315191
948,4,194,4925.188245937376
949,4,195,4897.147652075141
950,4,196,4869.523150630737
951,4,197,4842.31502330964
952,4,198,4815.523209983713
953,4,199,4789.147325723898
954,4,200,4763.186677480147
955,5,10,1646.5365502710658
956,5,11,1675.1459593771217
957,5,12,1705.577178619556
958,5,13,1737.826212941327
959,5,14,1771.8867638225086
960,5,15,1807.7502141366892
961,5,16,1845.405617141723
962,5,17,1884.8396896693678
963,5,18,1926.0368095684016
964,5,19,1968.9790174454904
965,5,20,2013.6460227393782
966,5,21,2060.0152141514186
967,5,22,2108.0616744471367
968,5,23,2157.7581996318154
969,5,24,2209.0753224921496
970,5,25,2261.981340486525
971,5,26,2316.4423479542247
972,5,27,2372.422272603937
973,5,28,2429.8829162313577
974,5,29,2488.7839996042158
975,5,30,2549.0832114431673
976,5,31,2610.7362614163176
977,5,32,2673.6969370549823
978,5,33,2737.9171644878916
979,5,34,2803.3470728815255
980,5,35,2869.935062464873
981,5,36,2937.627876006938
982,5,37,3006.370673606953
983,5,38,3076.1071106485006
984,5,39,3146.779418760283
985,5,40,3218.3284896189434
986,5,41,3290.6939614210582
