,eventid,chirp_mass,far,mass1,mass2,snr,spin1z,spin2z,template_duration,likelihood,group,group_name,chisq,total_mass,mass_ratio,mass_dos,network_matched_filter_snr,combined_far,M_tot,color,luminosity_distance,redshift
40,S230920al,32.72090102309588,3.1675458422438507e-10,43.538052,32.584484,7.2836232,-0.35306379,-0.35306379,0.3641643972346009,0.0,4,O4,,76.122536,1.336159013596778,0.1438938923422099,7.2836232,3.1675458422438507e-10,76.122536,orange,2618.5309283033694,0.4488068523043486
41,S230920al,32.72090102309588,3.1675458422438507e-10,43.538052,32.584484,7.2836232,-0.35306379,-0.35306379,0.3641643972346009,0.0,4,O4,,76.122536,1.336159013596778,0.1438938923422099,7.2836232,3.1675458422438507e-10,76.122536,orange,2618.5309283033694,0.4488068523043486
42,S230919bj,26.85591762352917,3.1675458422438507e-10,37.477306,25.578381,11.382671,0.25594792,0.25594792,0.6698694189456789,0.0,4,O4,,63.055687,1.4651946110271794,0.1887050251311987,11.382671,3.1675458422438507e-10,63.055687,orange,1430.5555608490426,0.250250608493376
43,S230914ak,55.90176391601562,9.002829592930083e-10,85.21212,49.121212,10.4876,0.095185898,0.23566946,0.5379616428156514,0.0,4,O4,,134.33333199999998,1.73473162673592,0.2686668115996706,10.4876,9.002829592930083e-10,134.33333199999998,yellow,2791.806723070487,0.45273124531409126
44,S230911ae,29.47098853131762,1.889727653724549e-12,33.154636,34.569656,10.694779,-0.10828125,-0.10828125,17.0,23.61014593628268,4,O4,,67.724292,0.9590675707042038,0.020893832304662532,10.694779,1.889727653724549e-12,67.724292,orange,1640.114105685372,0.28416627253073473
45,S230904n,9.050869,2.249226e-09,16.47508,6.813506,6.006842,0.156626,0.156626,3.430176,0.0,4,O4,,23.288586,2.41800330109051,0.4148630578086621,6.006842,2.249226e-09,23.288586,red,1135.1896798970881,0.22221391323648904
46,S230831e,55.14492822091489,1.9793748035773362e-08,59.519035,67.469643,6.875968,0.17015626,0.17015626,17.0,15.46591115873743,4,O4,,126.98867800000001,0.8821602183370082,0.06260879414777436,6.875968,1.9793748035773362e-08,126.98867800000001,yellow,4212.01327888903,0.6840012028540061
47,S230825k,55.14492822091489,2.387521492236506e-09,67.469643,59.519035,7.0401893,0.38671875,0.38671875,17.0,17.47889514358566,4,O4,,126.98867800000001,1.1335809291934924,0.06260879414777436,7.0401893,2.387521492236506e-09,126.98867800000001,yellow,4113.76275368278,0.6680460116016561
48,S230824r,59.48237228393555,1.6394694629662248e-11,97.242424,49.121212,6.8159461,-0.010220417,0.22454862,0.447671433440847,0.0,4,O4,,146.36363599999999,1.9796421961249653,0.3287784678975863,6.8159461,1.6394694629662248e-11,146.36363599999999,yellow,4514.548785241827,0.7274145913993147
49,S230822bm,73.88586708868455,2.5842980669811793e-08,79.746513,90.399117,4.1351666,0.29390624,0.29390624,17.0,14.33329378936764,4,O4,,170.14562999999998,0.8821603091543471,0.06260874287514767,4.1351666,2.5842980669811793e-08,170.14562999999998,green,8851.497756455708,1.394596690616344
50,S230820bq,71.50572204589844,4.2307704006816493e-08,85.21212,79.196968,7.9358931,-0.15791884,0.67205155,0.3829650079462524,0.0,4,O4,,164.409088,1.0759517965384735,0.03658649332085585,7.9358931,4.2307704006816493e-08,164.409088,green,4492.963104695299,0.7102886402614987
51,S230819ax,66.58170253538005,8.842249687858943e-09,76.482292,76.482292,7.4152756,-0.7734375,-0.7734375,33.0,15.45479067699271,4,O4,,152.964584,1.0,0.0,7.4152756,8.842249687858943e-09,152.964584,green,4541.533366993853,0.7232824155080697
52,S230814ah,28.06056785831578,1.846774159306684e-21,42.603889,24.745056,42.375404,0.01546875,0.01546875,17.0,42.16790167765988,4,O4,,67.348945,1.7217131777757948,0.2651687119968991,42.375404,1.846774159306684e-21,67.348945,orange,398.00310671169495,0.06930854500359175
53,S230814r,84.45994567871094,4.81025672627311e-08,103.25758,91.227272,8.1538649,-0.42580169,0.83909047,0.2766439814110612,0.0,4,O4,,194.484852,1.1318718376232932,0.0618573008452093,8.1538649,4.81025672627311e-08,194.484852,green,4996.165340103589,0.7763602213729672
54,S230811n,34.5265072483171,3.1675458422438507e-10,44.47625,35.457008,6.6171393,0.091024801,0.091024801,0.4027591408857947,0.0,4,O4,,79.933258,1.2543712092120125,0.11283466013608502,6.6171393,3.1675458422438507e-10,79.933258,orange,3008.877073457525,0.5128549914060019
55,S230807f,91.05746046163934,7.141757350979997e-08,98.280159,111.40851,5.892199,0.04640625,0.04640625,17.0,14.18778302699517,4,O4,,209.688669,0.8821602496972627,0.06260877644275575,5.892199,7.141757350979997e-08,209.688669,cyan,7342.862241483755,1.1321785217337519
56,S230806ak,56.25467234921643,2.958345677553754e-09,106.84828,40.860004,7.3404655,0.04640625,0.04640625,17.0,16.70917642138162,4,O4,,147.708284,2.614984570241354,0.4467472927923257,7.3404655,2.958345677553754e-09,147.708284,yellow,4008.9000260895336,0.649677451505458
57,S230805x,34.5265072483171,9.185882942507168e-09,44.47625,35.457008,6.4232931,0.091024801,0.091024801,0.4027591408857947,0.0,4,O4,,79.933258,1.2543712092120125,0.11283466013608502,6.4232931,9.185882942507168e-09,79.933258,orange,3099.680868002859,0.5283322535653585
58,S230802aq,4.062909470096998,2.227455849027153e-08,9.1707783,2.5633378,9.1991711,0.26296875,0.26296875,57.0,14.98615897348042,4,O4,,11.734116100000001,3.577670605879568,0.5630965676230184,9.1991711,2.227455849027153e-08,11.734116100000001,red,390.45380850202304,0.0830298372812592
59,S230731an,9.428744678925437,3.1675458422438507e-10,12.339004,9.5383854,8.6328821,-0.04117376,-0.04117376,4.035370807215549,0.0,4,O4,,21.8773894,1.2936155840379442,0.12801429589217808,8.6328821,3.1675458422438507e-10,21.8773894,red,816.1604029275463,0.15908964026802397
60,S230729z,10.92599147305863,3.393122427937458e-09,28.050522,6.2303295,7.0170431,0.38671875,0.38671875,41.0,16.70656427444013,4,O4,,34.2808515,4.502253371992605,0.6365125586218301,7.0170431,3.393122427937458e-09,34.2808515,red,1129.8055584336541,0.2168966899410331
61,S230726a,36.3202531359223,3.832054318795527e-14,42.603889,40.860004,10.48448,-0.077343747,-0.077343747,17.0,27.19984696349783,4,O4,,83.46389300000001,1.0426795112403806,0.020893885215730334,10.48448,3.832054318795527e-14,83.46389300000001,orange,1977.570602028411,0.3353112528526326
62,S230723ac,15.002459,5.330244e-08,20.486694,14.580245,7.45426,-0.172479,-0.172479,1.355713,0.0,4,O4,,35.066939,1.4050994342001797,0.16843354933260643,7.45426,5.330244e-08,35.066939,red,1370.75433225991,0.25466718936915567
63,S230709bi,57.51856288292748,3.060764756445618e-09,64.707939,67.469643,6.924026,-0.077343747,-0.077343747,17.0,16.23179859534507,4,O4,,132.177582,0.9590674579380832,0.020893891068456745,6.924026,3.060764756445618e-09,132.177582,yellow,4326.262185513061,0.6995001751715189
64,S230708cf,46.78929766443558,1.550343988094984e-08,106.84828,29.247704,7.5203943,-0.17015626,-0.17015626,33.0,14.80376379716292,4,O4,,136.095984,3.653219411684418,0.5701900505748944,7.5203943,1.550343988094984e-08,136.095984,yellow,3376.5437956678797,0.5577206867626252
65,S230708z,46.62292898748619,7.02628803227033e-08,59.519035,48.294952,5.8220882,0.01546875,0.01546875,17.0,13.97898227486605,4,O4,,107.813987,1.2324069604624517,0.10410600064349722,5.8220882,7.02628803227033e-08,107.813987,yellow,4349.067360949341,0.7186218692267277
66,S230708t,32.02910184520825,4.330931776818548e-08,39.187504,34.569656,6.7279444,-0.13921875,-0.13921875,17.0,13.92497831071979,4,O4,,73.75716,1.1335809647628543,0.06260880977521362,6.7279444,4.330931776818548e-08,73.75716,orange,2786.7329596316686,0.47869243064095346
67,S230707ai,50.685469,1.376458e-08,75.505687,45.470063,6.150342,-0.473501,-0.473501,0.229004,0.0,4,O4,,120.97575,1.660558222670595,0.2482780557260442,6.150342,1.376458e-08,120.97575,yellow,4401.641309959233,0.7210540904318035
68,S230706ah,15.97805198302995,4.26135582631487e-08,23.732178,14.372345,5.7618117,0.21656249,0.21656249,17.0,14.20627779930703,4,O4,,38.104523,1.6512390984213086,0.2456357477562441,5.7618117,4.26135582631487e-08,38.104523,red,1865.1044443357782,0.3442610223066216
69,S230704f,30.66468562226757,2.815522679531743e-09,40.860004,30.495979,5.0451131,-0.23203126,-0.23203126,17.0,16.96180259688543,4,O4,,71.35598300000001,1.339848902702878,0.14524395242372323,5.0451131,2.815522679531743e-09,71.35598300000001,orange,3589.01821483959,0.6192862414576623
70,S230702an,30.50002179905376,1.533216963076217e-12,76.482292,17.712578,6.17349,0.13921875,0.13921875,17.0,23.7882406720093,4,O4,,94.19487000000001,4.317965007691145,0.6239162918320286,6.17349,1.533216963076217e-12,94.19487000000001,orange,2920.4135964916873,0.5041988787040443
71,S230630bq,8.593784,7.732377e-09,14.106576,7.071556,7.511524,0.047405,0.047405,3.717041,0.0,4,O4,,21.178132,1.9948333860327203,0.33218321615900775,7.511524,7.732377e-09,21.178132,red,870.912544803819,0.1713973314822999
72,S230630am,70.88627573446816,2.412787446688886e-08,83.150055,79.746513,5.4184752,0.38671875,0.38671875,17.0,15.11554213678707,4,O4,,162.896568,1.0426795087579566,0.020893884025843943,5.4184752,2.412787446688886e-08,162.896568,green,6534.726657365863,1.0339989205547826
73,S230628ax,36.04190059613605,3.1675458422438507e-10,48.034084,35.837231,13.087459,0.083012573,0.083012573,0.3690594491394433,0.0,4,O4,,83.87131500000001,1.340340273499367,0.14542341442959367,13.087459,3.1675458422438507e-10,83.87131500000001,orange,1574.5248534267444,0.267184382381382
74,S230627c,6.408458021668149,3.1675458422438507e-10,7.9063859,6.8608446,22.714895,-0.0019032401,-0.0019032401,7.767825851178607,0.0,4,O4,,14.7672305,1.152392505727356,0.07080144784087984,22.714895,3.1675458422438507e-10,14.7672305,red,227.7222570761301,0.04619649584892099
75,S230624av,24.927317,1.300185e-08,34.704226,23.793386,8.017069,0.179468,0.179468,0.61377,0.0,4,O4,,58.497612000000004,1.458566090593411,0.1865176992182176,8.017069,1.300185e-08,58.497612000000004,orange,1913.511772305171,0.33732416136490984
76,S230609u,33.92712,1.004153e-08,47.358221,32.304928,5.66623,-0.536998,-0.536998,0.435059,0.0,4,O4,,79.663149,1.4659751292434395,0.18896181219248567,5.66623,1.004153e-08,79.663149,orange,3464.922411895261,0.5916569116229793
77,S230608as,48.19751708821256,1.3692137079373388e-10,76.482292,40.860004,8.1608162,-0.04640625,-0.04640625,17.0,19.39807780308105,4,O4,,117.342296,1.8718131305126646,0.3035758563987873,8.1608162,1.3692137079373388e-10,117.342296,yellow,3186.2960564371456,0.5246855770024902
78,S230606d,30.75882298779734,1.1403165032077862e-08,60.675213,21.649523,5.4124584,-0.44368467,-0.44368467,0.3612493550723255,0.0,4,O4,,82.324736,2.802612002121248,0.47404573517247595,5.4124584,1.1403165032077862e-08,82.324736,orange,3353.647328383636,0.5784895757562334
79,S230605o,14.078359,4.521287e-09,20.833027,12.706301,7.302712,-0.023161,-0.023161,1.561279,0.0,4,O4,,33.539328,1.6395823615385785,0.24230437771442534,7.302712,4.521287e-09,33.539328,red,1329.7886718545135,0.24868547116990286
80,S230601bf,66.7744140625,1.713566498778526e-15,97.242424,61.151516,8.970583,-0.76161224,0.85534006,0.3196628323000033,0.0,4,O4,,158.39394,1.590188279224345,0.22785535860778514,8.970583,1.713566498778526e-15,158.39394,green,3762.822217660581,0.5990862239948028
